gene,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,fdr
Pllp,0.641656662665066,0.35834333733493395,0.5825617853109044,2.2092448e-05,2.9766255e-05,1.839682e-08,0.1,-0.42135957,-0.4095893,0.9156388,-4.1797075,3.1388006,0.08086878,0.06430737,0.07809611829944557,0.0625809236081138,0.34202766,0.28508455,False,RES_vs_CON,CURES,CON,0.718897778089338
Lrrc8a,0.641656662665066,0.35834333733493395,0.5825617853109044,2.902214e-05,4.1520707e-05,1.839682e-08,0.1,-0.4730054,-0.4983263,1.0208099,-4.004156,3.0967836,0.069778204,0.1122139,0.0660813308687615,0.1018558480794133,0.27962053,0.4917124,False,RES_vs_CON,CURES,CON,0.718897778089338
Crk,0.641656662665066,0.35834333733493395,0.5825617853109044,4.7034864e-05,3.758822e-05,1.839682e-08,0.1,0.35694253,0.34453535,0.724011,-2.4438686,3.8738823,0.1344731,0.08933962,0.12338262476894707,0.08027621924902896,0.5261466,0.37432876,False,RES_vs_CON,CURES,CON,0.718897778089338
Msl3,0.641656662665066,0.35834333733493395,0.5825617853109044,1.9683315e-05,3.270121e-05,1.839682e-08,0.1,-0.63507676,-0.5784807,1.3481053,-5.035836,3.2052317,0.03234751,0.035822224,0.030499075785582228,0.034527406128614616,0.12193561,0.1591737,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm43256,0.641656662665066,0.35834333733493395,0.5825617853109044,1.146909e-06,5.33831e-07,1.839682e-08,0.1,1.165591,1.2213898,2.9370232,-8.781151,11.447479,0.0013863216,0.0,0.0013863216266173752,0.0,0.0041485443,0.0,False,RES_vs_CON,CURES,CON,0.718897778089338
Lrrc58,0.641656662665066,0.35834333733493395,0.5825617853109044,0.00013374207,0.00016822282,1.839682e-08,0.1,-0.3324418,-0.33380127,0.66060364,-3.035986,2.0899029,0.2869675,0.29995784,0.23336414048059356,0.2442813983599499,1.0745674,1.2608355,False,RES_vs_CON,CURES,CON,0.718897778089338
Foxp4,0.641656662665066,0.35834333733493395,0.5825617853109044,4.2369382e-05,2.8129281e-05,1.839682e-08,0.1,0.7001379,0.6553569,1.6740283,-6.4311275,7.359931,0.054990772,0.03754859,0.04805914972273561,0.034958998705222295,0.20787127,0.1594762,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm28198,0.641656662665066,0.35834333733493395,0.5825617853109044,3.154656e-05,5.3000353e-05,1.839682e-08,0.1,-0.54340136,-0.55354357,1.2328948,-5.245144,3.8837547,0.06377081,0.067760095,0.06238447319778179,0.06214933103150612,0.24073474,0.30471358,False,RES_vs_CON,CURES,CON,0.718897778089338
Ralgps2,0.641656662665066,0.35834333733493395,0.5825617853109044,0.00013513735,0.00018779414,1.839682e-08,0.1,-0.4269109,-0.4209714,0.8649739,-3.2796888,2.1924028,0.2629379,0.34915975,0.21765249537892978,0.268882175226588,1.0483402,1.5285909,False,RES_vs_CON,CURES,CON,0.718897778089338
Ldhb,0.641656662665066,0.35834333733493395,0.5825617853109044,0.00014946348,0.00018562599,1.839682e-08,0.1,-0.28375074,-0.28545952,0.5106351,-2.1911526,1.6225204,0.47134912,0.44756398,0.3682994454713531,0.3413897280966794,1.8345653,1.947828,False,RES_vs_CON,CURES,CON,0.718897778089338
Msi2,0.6414565826330533,0.3585434173669467,0.5816917273335176,0.0016728842,0.0013982943,1.839682e-08,0.1,0.28176668,0.2650671,0.46195048,-1.1889992,2.3657503,4.906187,3.6866522,0.9727356746764796,0.934397928355585,18.572474,15.940082,False,RES_vs_CON,CURES,CON,0.718897778089338
Itga11,0.6414565826330533,0.3585434173669467,0.5816917273335176,2.8266952e-06,6.665481e-06,1.839682e-08,0.1,-0.79835105,-0.7948246,1.9265747,-8.058588,6.923176,0.0050831796,0.0047475183,0.005083179297597041,0.0043159257660768235,0.017954545,0.0223696,False,RES_vs_CON,CURES,CON,0.718897778089338
4930578M01Rik,0.6414565826330533,0.3585434173669467,0.5816917273335176,5.486183e-05,3.8616618e-05,1.839682e-08,0.1,0.51451075,0.52161837,1.1532663,-3.2990246,4.814517,0.08641407,0.06517056,0.07717190388170064,0.06085455330168308,0.3300423,0.278151,False,RES_vs_CON,CURES,CON,0.718897778089338
Ushbp1,0.6414565826330533,0.3585434173669467,0.5816917273335176,1.588908e-06,7.449921e-07,1.839682e-08,0.1,1.0846064,1.1533585,2.8523946,-9.699963,10.039434,0.00092421443,0.00043159258,0.0009242144177449168,0.00043159257660768235,0.003525022,0.0016925199,False,RES_vs_CON,CURES,CON,0.718897778089338
Ofd1,0.6414565826330533,0.3585434173669467,0.5816917273335176,3.3533688e-05,2.4759272e-05,1.839682e-08,0.1,0.50489956,0.47494173,1.0972058,-3.2731142,4.892811,0.07948246,0.053517554,0.07301293900184846,0.051359516616314126,0.2960276,0.22845678,False,RES_vs_CON,CURES,CON,0.718897778089338
Ccdc134,0.6412565026010404,0.3587434973989596,0.5808218834689518,1.164813e-05,1.834132e-05,1.839682e-08,0.1,-0.57480407,-0.5326929,1.2608454,-5.938694,3.3570862,0.036506478,0.036253817,0.035120147874306805,0.035390591281829975,0.14106406,0.16105185,False,RES_vs_CON,CURES,CON,0.718897778089338
Atp5md,0.6412565026010404,0.3587434973989596,0.5808218834689518,3.899469e-05,5.4892545e-05,1.839682e-08,0.1,-0.39035785,-0.40623617,0.81419796,-3.5332975,2.4083605,0.13770781,0.1458783,0.12707948243992678,0.12775140267587448,0.55443156,0.6537798,False,RES_vs_CON,CURES,CON,0.718897778089338
Smim12,0.6412565026010404,0.3587434973989596,0.5808218834689518,2.106679e-05,2.9424213e-05,1.839682e-08,0.1,-0.55340683,-0.564054,1.2952428,-5.2266035,4.3037844,0.039279122,0.03582222,0.03881700554528646,0.034095813552006936,0.16535872,0.16373646,False,RES_vs_CON,CURES,CON,0.718897778089338
Zcchc10,0.6412565026010404,0.3587434973989596,0.5808218834689518,1.9732177e-05,2.8205319e-05,1.839682e-08,0.1,-0.5652826,-0.56219673,1.2979535,-5.308522,3.7478209,0.027264332,0.031074692,0.025878003696857655,0.02934829520932244,0.10696386,0.13823809,False,RES_vs_CON,CURES,CON,0.718897778089338
Irf1,0.6412565026010404,0.3587434973989596,0.5808218834689518,1.67791e-05,1.04362225e-05,1.839682e-08,0.1,0.6833037,0.740077,1.7280716,-5.698535,6.390212,0.011090575,0.009495037,0.011090573012939003,0.008631851532153647,0.043685637,0.037399903,False,RES_vs_CON,CURES,CON,0.718897778089338
Slx4,0.6412565026010404,0.3587434973989596,0.5808218834689518,7.709507e-06,1.3210663e-05,1.839682e-08,0.1,-0.6593183,-0.6641836,1.5883037,-6.015748,4.7475777,0.016635863,0.010358222,0.01663585951940851,0.01035822183858438,0.06384035,0.042814057,False,RES_vs_CON,CURES,CON,0.718897778089338
Tsc22d4,0.6412565026010404,0.3587434973989596,0.5808218834689518,0.00012501609,0.00015639806,1.839682e-08,0.1,-0.33737764,-0.31986237,0.5830051,-2.4787703,1.9003868,0.35073853,0.34829676,0.2874306839186719,0.2788088044885648,1.4085485,1.5467442,False,RES_vs_CON,CURES,CON,0.718897778089338
Tnfsf13,0.6412565026010404,0.3587434973989596,0.5808218834689518,1.7348906e-06,3.7316124e-06,1.839682e-08,0.1,-1.137552,-1.0492239,2.7278771,-10.831076,8.095314,0.0027726432,0.0034527406,0.00277264325323475,0.0034527406128614588,0.010829091,0.013265222,False,RES_vs_CON,CURES,CON,0.718897778089338
Fbxo17,0.6410564225690276,0.3589435774309724,0.5799522533092278,1.5171652e-05,9.449772e-06,1.839682e-08,0.1,0.8349041,0.81832504,1.9768865,-7.6760645,8.3083,0.015249541,0.010789814,0.014325323475046217,0.010789814415192063,0.057812154,0.046082668,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm6994,0.6410564225690276,0.3589435774309724,0.5799522533092278,4.3621753e-06,2.8800505e-06,1.839682e-08,0.1,1.2388595,1.1658583,3.1084163,-8.796932,12.559731,0.004621072,0.0034527406,0.004621072088724583,0.0034527406128614588,0.017732432,0.014615544,False,RES_vs_CON,CURES,CON,0.718897778089338
Wdr60,0.6410564225690276,0.3589435774309724,0.5799522533092278,7.169079e-05,9.069674e-05,1.839682e-08,0.1,-0.3340083,-0.3501792,0.70247996,-2.734026,2.3310013,0.12430687,0.1558049,0.11414048059149778,0.13767803193785128,0.47592735,0.674046,False,RES_vs_CON,CURES,CON,0.718897778089338
Slc9a2,0.6410564225690276,0.3589435774309724,0.5799522533092278,1.0108203e-06,4.0496366e-07,1.839682e-08,0.1,1.0129251,0.95569706,2.424041,-8.153355,11.249452,0.0018484289,0.0,0.0018484288354898336,0.0,0.005746072,0.0,False,RES_vs_CON,CURES,CON,0.718897778089338
Slc25a39,0.6410564225690276,0.3589435774309724,0.5799522533092278,1.2001413e-05,2.0814974e-05,1.839682e-08,0.1,-0.7483566,-0.73255014,1.7034783,-7.589937,5.1525126,0.02402958,0.02675876,0.02310536044362291,0.02632714717306866,0.091405444,0.12132141,False,RES_vs_CON,CURES,CON,0.718897778089338
Polq,0.6410564225690276,0.3589435774309724,0.5799522533092278,5.6740773e-06,3.490359e-06,1.839682e-08,0.1,0.98170996,0.9727802,2.57094,-8.065722,9.901746,0.006007394,0.0034527406,0.005545286506469499,0.0034527406128614588,0.023033269,0.015892334,False,RES_vs_CON,CURES,CON,0.718897778089338
Snrnp35,0.6410564225690276,0.3589435774309724,0.5799522533092278,1.9915999e-05,1.2813116e-05,1.839682e-08,0.1,0.71835154,0.707448,1.7548686,-5.817213,7.6584225,0.012939004,0.014674148,0.011090573012939003,0.014242555028053529,0.054428525,0.06390902,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm15558,0.6410564225690276,0.3589435774309724,0.5799522533092278,1.8287703e-05,1.2090282e-05,1.839682e-08,0.1,0.7930005,0.82231,2.0216115,-6.949663,7.6604147,0.021256937,0.011221407,0.020794824399260625,0.010789814415192063,0.07941114,0.05027746,False,RES_vs_CON,CURES,CON,0.718897778089338
Zfp507,0.6410564225690276,0.3589435774309724,0.5799522533092278,4.0732706e-05,5.861837e-05,1.839682e-08,0.1,-0.5127527,-0.53082085,1.2069995,-4.3531923,4.0261517,0.07948246,0.070349626,0.07670979667282818,0.06387570133793687,0.29580826,0.29956502,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm32828,0.6410564225690276,0.3589435774309724,0.5799522533092278,8.024341e-06,4.4849357e-06,1.839682e-08,0.1,0.9991737,0.86219215,2.3463717,-6.699649,11.777852,0.005083179,0.0038843332,0.0041589648798521246,0.003884333189469141,0.01991846,0.017046435,False,RES_vs_CON,CURES,CON,0.718897778089338
Egflam,0.6408563425370148,0.35914365746298516,0.5790828364468894,2.0029702e-06,5.2961577e-06,1.839682e-08,0.1,-0.97070223,-0.9890089,2.406565,-9.770724,8.032846,0.0032347504,0.0047475183,0.003234750462107208,0.004747518342684506,0.011353678,0.017815007,False,RES_vs_CON,CURES,CON,0.718897778089338
Lmo2,0.6408563425370148,0.35914365746298516,0.5790828364468894,1.3262438e-06,2.4041874e-06,1.839682e-08,0.1,-1.0130494,-1.0012007,2.487086,-11.260128,9.306444,0.004621072,0.0017263703,0.004621072088724583,0.0017263703064307294,0.020100305,0.008391993,False,RES_vs_CON,CURES,CON,0.718897778089338
1700026F02Rik,0.6408563425370148,0.35914365746298516,0.5790828364468894,4.8633183e-06,3.7616708e-06,1.839682e-08,0.1,1.133628,1.0286751,2.7550893,-8.401146,9.996353,0.0064695016,0.003021148,0.006007393715341957,0.0030211480362537764,0.024840645,0.014867734,False,RES_vs_CON,CURES,CON,0.718897778089338
Zdhhc9,0.6408563425370148,0.35914365746298516,0.5790828364468894,2.1752983e-05,1.4012525e-05,1.839682e-08,0.1,0.5748877,0.5459285,1.356812,-4.1702023,6.5712004,0.03974123,0.02503239,0.03881700554528646,0.024600776866637926,0.15527295,0.108524725,False,RES_vs_CON,CURES,CON,0.718897778089338
Psd2,0.6408563425370148,0.35914365746298516,0.5790828364468894,0.00031473977,0.0002505204,1.839682e-08,0.1,0.3459859,0.33661985,0.6491386,-2.063034,2.7375383,0.83133376,0.49374452,0.5046210720887295,0.3435476909797178,3.0543528,2.1417162,False,RES_vs_CON,CURES,CON,0.718897778089338
Shisa8,0.6408563425370148,0.35914365746298516,0.5790828364468894,2.0823693e-06,1.2083755e-06,1.839682e-08,0.1,0.9783974,0.95445156,2.3354747,-9.46563,11.167282,0.002310536,0.0017263703,0.002310536044362292,0.0017263703064307294,0.0110041285,0.007131372,False,RES_vs_CON,CURES,CON,0.718897778089338
Zfp821,0.6408563425370148,0.35914365746298516,0.5790828364468894,2.2663113e-05,3.584759e-05,1.839682e-08,0.1,-0.59952796,-0.57449055,1.3839359,-6.2471085,4.920561,0.07162663,0.039706554,0.0660813308687615,0.036253776435045335,0.27984697,0.1752219,False,RES_vs_CON,CURES,CON,0.718897778089338
Galc,0.6408563425370148,0.35914365746298516,0.5790828364468894,3.6883106e-05,2.6346075e-05,1.839682e-08,0.1,0.58345175,0.5414562,1.282155,-3.7220144,5.727538,0.0568392,0.043159306,0.05129390018484281,0.04056970220112213,0.22463882,0.1868004,False,RES_vs_CON,CURES,CON,0.718897778089338
Tma16,0.6408563425370148,0.35914365746298516,0.5790828364468894,1.5401029e-05,2.8429195e-05,1.839682e-08,0.1,-0.65389293,-0.6353717,1.5887743,-7.4303036,5.2966137,0.031423297,0.027190357,0.031423290203327146,0.02632714717306866,0.12248008,0.117474824,False,RES_vs_CON,CURES,CON,0.718897778089338
Siva1,0.640656262505002,0.35934373749499804,0.5782136324750018,5.024741e-06,7.9086885e-06,1.839682e-08,0.1,-0.64684874,-0.6330199,1.52837,-5.881732,5.7893505,0.011552682,0.011221407,0.011552680221811462,0.011221406991799746,0.04759023,0.047416423,False,RES_vs_CON,CURES,CON,0.718897778089338
Gstm4,0.640656262505002,0.35934373749499804,0.5782136324750018,6.338215e-06,2.9986527e-06,1.839682e-08,0.1,1.1607742,1.017478,2.6319008,-7.8132114,12.59662,0.0050831796,0.003021148,0.005083179297597041,0.0030211480362537764,0.022112437,0.013984606,False,RES_vs_CON,CURES,CON,0.718897778089338
Bid,0.640656262505002,0.35934373749499804,0.5782136324750018,2.7044666e-06,1.7469404e-06,1.839682e-08,0.1,0.8965217,0.84331894,2.129504,-7.3931513,9.068518,0.0027726432,0.003021148,0.002310536044362292,0.0030211480362537764,0.010647831,0.01404813,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm4117,0.640656262505002,0.35934373749499804,0.5782136324750018,6.0122667e-05,3.7227008e-05,1.839682e-08,0.1,0.63898945,0.62093544,1.4966277,-4.259883,6.4750013,0.04805916,0.03409584,0.04251386321626612,0.031074665515753174,0.18279171,0.1532032,False,RES_vs_CON,CURES,CON,0.718897778089338
Gsap,0.640656262505002,0.35934373749499804,0.5782136324750018,9.910693e-05,7.818887e-05,1.839682e-08,0.1,0.3455063,0.35820818,0.71895456,-2.0915747,3.4490604,0.24999876,0.1583946,0.20471349353050078,0.13508847647820516,0.94115824,0.6706068,False,RES_vs_CON,CURES,CON,0.718897778089338
Naglu,0.640656262505002,0.35934373749499804,0.5782136324750018,8.896842e-06,1.913923e-05,1.839682e-08,0.1,-0.8768268,-0.8457775,2.1877596,-8.545563,6.9785175,0.014325326,0.012516185,0.014325323475046217,0.01165299956840743,0.062464077,0.05912939,False,RES_vs_CON,CURES,CON,0.718897778089338
Hapln4,0.640656262505002,0.35934373749499804,0.5782136324750018,1.154474e-05,1.9737927e-05,1.839682e-08,0.1,-0.6381149,-0.6078906,1.409072,-5.75504,4.2581635,0.030036977,0.024600793,0.029112754158964856,0.02373759171342256,0.12239068,0.11078329,False,RES_vs_CON,CURES,CON,0.718897778089338
Mtfr1,0.640656262505002,0.35934373749499804,0.5782136324750018,4.2763284e-05,2.1861339e-05,1.839682e-08,0.1,0.75320864,0.6293597,1.5923827,-4.936516,7.3358326,0.044362303,0.033664256,0.04251386321626612,0.03193785066896854,0.16464834,0.14112577,False,RES_vs_CON,CURES,CON,0.718897778089338
Ube2ql1,0.6404561824729892,0.3595438175270108,0.5773446409871533,2.199647e-05,1.4103855e-05,1.839682e-08,0.1,0.6412868,0.6730218,1.658654,-6.143941,7.427827,0.01709797,0.012084592,0.01617375231053605,0.012084592145015113,0.068839885,0.055327684,False,RES_vs_CON,CURES,CON,0.718897778089338
Scpep1,0.6404561824729892,0.3595438175270108,0.5773446409871533,9.245263e-05,5.8342714e-05,1.839682e-08,0.1,0.5462995,0.4967518,1.1444821,-3.3479862,4.510231,0.09334568,0.06776008,0.08317929759704268,0.06171773845489844,0.3446089,0.29377994,False,RES_vs_CON,CURES,CON,0.718897778089338
Spef1,0.6404561824729892,0.3595438175270108,0.5773446409871533,3.8558414e-06,2.4340961e-06,1.839682e-08,0.1,0.9785158,0.95420647,2.4473114,-7.0722723,9.119915,0.007855823,0.0025895555,0.007393715341959332,0.002589555459646094,0.030691849,0.013204768,False,RES_vs_CON,CURES,CON,0.718897778089338
Arhgap17,0.6404561824729892,0.3595438175270108,0.5773446409871533,8.336426e-05,6.852245e-05,1.839682e-08,0.1,0.30558416,0.29603815,0.5378429,-1.4593878,2.6765156,0.25369552,0.15062575,0.21441774491682253,0.13810962451445896,0.9608628,0.6511223,False,RES_vs_CON,CURES,CON,0.718897778089338
Mif,0.6404561824729892,0.3595438175270108,0.5773446409871533,1.901961e-05,2.7520953e-05,1.839682e-08,0.1,-0.45141435,-0.4622383,1.0352019,-4.4148436,3.8179092,0.07347506,0.08027619,0.06977818853974121,0.07466551575312903,0.29314777,0.35648766,False,RES_vs_CON,CURES,CON,0.718897778089338
Dbp,0.6404561824729892,0.3595438175270108,0.5773446409871533,6.437853e-05,5.161826e-05,1.839682e-08,0.1,0.35384506,0.37493134,0.76718676,-2.4700146,2.9207296,0.16081284,0.079844624,0.15064695009242246,0.07423392317652135,0.6229154,0.3458734,False,RES_vs_CON,CURES,CON,0.718897778089338
Zbtb11os1,0.6404561824729892,0.3595438175270108,0.5773446409871533,2.1796986e-06,1.4212824e-06,1.839682e-08,0.1,1.154763,1.1172352,2.9829683,-9.882665,10.522997,0.004621072,0.0017263703,0.004621072088724583,0.0017263703064307294,0.019841908,0.0068301074,False,RES_vs_CON,CURES,CON,0.718897778089338
mt-Co2,0.6404561824729892,0.3595438175270108,0.5773446409871533,7.285053e-05,0.00010152358,1.839682e-08,0.1,-0.42249504,-0.38823175,0.83312124,-4.281336,3.3074837,0.16682024,0.17824803,0.14279112754159057,0.1566681053085895,0.65620977,0.79484427,False,RES_vs_CON,CURES,CON,0.718897778089338
Tmem150a,0.6402561024409764,0.3597438975590236,0.5764758615774499,2.3891713e-05,3.6411257e-05,1.839682e-08,0.1,-0.6101062,-0.5770197,1.4183717,-5.7135296,4.166074,0.04158966,0.034095846,0.03974121996303138,0.0328010358221839,0.16104762,0.15261362,False,RES_vs_CON,CURES,CON,0.718897778089338
Ngf,0.6402561024409764,0.3597438975590236,0.5764758615774499,3.553066e-06,7.456975e-06,1.839682e-08,0.1,-0.78616214,-0.7515383,1.9406016,-7.1036644,7.995202,0.0060073943,0.0025895555,0.006007393715341957,0.002589555459646094,0.021495214,0.011862058,False,RES_vs_CON,CURES,CON,0.718897778089338
Gm26537,0.6402561024409764,0.3597438975590236,0.5764758615774499,4.8414286e-06,2.8557847e-06,1.839682e-08,0.1,0.8751579,0.89306355,2.2590497,-7.292082,7.718581,0.006931609,0.003021148,0.006931608133086874,0.0030211480362537764,0.024932118,0.013351581,False,RES_vs_CON,CURES,CON,0.718897778089338
Kcnq1,0.6402561024409764,0.3597438975590236,0.5764758615774499,3.1550735e-06,1.7883743e-06,1.839682e-08,0.1,1.0255314,1.0297318,2.500223,-8.166845,10.060376,0.0032347504,0.0025895555,0.003234750462107208,0.002589555459646094,0.012319788,0.012677335,False,RES_vs_CON,CURES,CON,0.718897778089338
BC005624,0.6402561024409764,0.3597438975590236,0.5764758615774499,3.4156757e-05,4.8970775e-05,1.839682e-08,0.1,-0.47319582,-0.46701097,0.99902946,-3.9660683,3.2456532,0.06377081,0.07078122,0.06146025878003687,0.06646525679758299,0.257084,0.3088428,False,RES_vs_CON,CURES,CON,0.718897778089338
Adam2,0.6402561024409764,0.3597438975590236,0.5764758615774499,4.4715734e-06,3.2019843e-06,1.839682e-08,0.1,0.8117889,0.8427186,2.0818763,-7.266938,7.569807,0.009242145,0.0038843332,0.008780036968576708,0.003884333189469141,0.03634629,0.017776266,False,RES_vs_CON,CURES,CON,0.718897778089338
Ago2,0.6402561024409764,0.3597438975590236,0.5764758615774499,7.2379305e-05,5.997274e-05,1.839682e-08,0.1,0.28838363,0.27809143,0.4787945,-1.4071741,2.082652,0.2116441,0.14199384,0.18530499075785728,0.1307725507121283,0.80598915,0.6180752,False,RES_vs_CON,CURES,CON,0.718897778089338
A730017L22Rik,0.6402561024409764,0.3597438975590236,0.5764758615774499,8.59572e-06,1.384551e-05,1.839682e-08,0.1,-0.72707087,-0.7363262,1.789381,-6.505245,4.9833326,0.016173756,0.01337937,0.01617375231053605,0.013379369874838162,0.06435408,0.061258875,False,RES_vs_CON,CURES,CON,0.718897778089338
Acyp2,0.6402561024409764,0.3597438975590236,0.5764758615774499,0.0002358348,0.00019000952,1.839682e-08,0.1,0.3143639,0.28549576,0.5510533,-1.5346794,2.951807,0.47042432,0.4005197,0.31608133086876466,0.29391454466983385,1.7302217,1.7379198,False,RES_vs_CON,CURES,CON,0.718897778089338
Itpkb,0.6402561024409764,0.3597438975590236,0.5764758615774499,0.0003173167,0.00025782958,1.839682e-08,0.1,0.35449386,0.32330227,0.63911086,-1.738163,3.3070192,0.7657137,0.44324762,0.4524029574861416,0.31290461804057207,2.9200802,1.9550904,False,RES_vs_CON,CURES,CON,0.718897778089338
Ccdc120,0.6400560224089635,0.35994397759103647,0.5756072938405162,8.572713e-06,5.766883e-06,1.839682e-08,0.1,0.83495754,0.8357134,2.0153883,-6.5979013,8.127819,0.011552682,0.0017263703,0.011090573012939003,0.0017263703064307294,0.04684321,0.0069177775,False,RES_vs_CON,CURES,CON,0.718897778089338
Sfi1,0.6400560224089635,0.35994397759103647,0.5756072938405162,6.698784e-05,5.2846954e-05,1.839682e-08,0.1,0.3427954,0.34093237,0.70238394,-2.4985924,2.7710285,0.17975911,0.12257204,0.15480591497227464,0.11178247734139009,0.6809956,0.5425944,False,RES_vs_CON,CURES,CON,0.718897778089338
Dynlrb2,0.6400560224089635,0.35994397759103647,0.5756072938405162,1.56069e-06,4.1828407e-06,1.839682e-08,0.1,-1.1311595,-1.0693035,2.8569844,-12.246237,10.294212,0.00092421443,0.005179111,0.0009242144177449168,0.004747518342684506,0.0030813855,0.024719223,False,RES_vs_CON,CURES,CON,0.718897778089338
Cd302,0.6400560224089635,0.35994397759103647,0.5756072938405162,2.3194274e-05,3.2958767e-05,1.839682e-08,0.1,-0.49092045,-0.4916973,1.1063664,-4.359543,3.3381023,0.04482441,0.0565387,0.04251386321626612,0.051791109192921805,0.17668879,0.24642642,False,RES_vs_CON,CURES,CON,0.718897778089338
Ndufa13,0.6400560224089635,0.35994397759103647,0.5756072938405162,6.582922e-05,8.299242e-05,1.839682e-08,0.1,-0.36771122,-0.37681627,0.7903572,-3.3258991,2.5386343,0.25739238,0.22097577,0.22550831792976167,0.189037548554166,1.0664313,1.0040903,False,RES_vs_CON,CURES,CON,0.718897778089338
Ccdc122,0.6400560224089635,0.35994397759103647,0.5756072938405162,4.0446874e-05,6.4121865e-05,1.839682e-08,0.1,-0.5064823,-0.49155664,1.1244823,-4.7093945,3.347209,0.08410353,0.05351755,0.07670979667282818,0.04920155373327573,0.31349906,0.24055207,False,RES_vs_CON,CURES,CON,0.718897778089338
Tekt5,0.6400560224089635,0.35994397759103647,0.5756072938405162,2.1011667e-06,6.280162e-06,1.839682e-08,0.1,-1.02041,-1.0132675,2.535513,-10.916563,8.716808,0.0013863216,0.0021579629,0.0013863216266173752,0.0021579628830384117,0.0056099105,0.0123572545,False,RES_vs_CON,CURES,CON,0.718897778089338
Upf3a,0.6400560224089635,0.35994397759103647,0.5756072938405162,2.6832635e-05,4.2836626e-05,1.839682e-08,0.1,-0.55695355,-0.5874634,1.3305297,-5.2477627,4.2253113,0.039279122,0.031937875,0.03789279112754155,0.030211480362537808,0.15005502,0.13940452,False,RES_vs_CON,CURES,CON,0.718897778089338
Tmem8,0.6398559423769508,0.36014405762304924,0.5747389373714951,1.2469203e-05,8.206038e-06,1.839682e-08,0.1,0.75926936,0.7461691,1.7525753,-5.2568464,7.2579813,0.0189464,0.009063444,0.018946395563770795,0.00906344410876133,0.07811237,0.039233442,False,RES_vs_CON,CURES,CON,0.718897778089338
Slc24a4,0.6398559423769508,0.36014405762304924,0.5747389373714951,2.9313058e-05,4.5916215e-05,1.839682e-08,0.1,-0.60909814,-0.6042609,1.4513508,-5.691265,5.2739973,0.0189464,0.07509712,0.017560073937153423,0.0660336642209753,0.073368125,0.31259647,False,RES_vs_CON,CURES,CON,0.718897778089338
Lrfn5,0.6398559423769508,0.36014405762304924,0.5747389373714951,0.00016713192,0.00013783613,1.839682e-08,0.1,0.34198168,0.33433628,0.6674026,-2.2368631,2.9960108,0.40850252,0.29132587,0.33410351201479077,0.22701769529564242,1.610179,1.3329972,False,RES_vs_CON,CURES,CON,0.718897778089338
Fto,0.6398559423769508,0.36014405762304924,0.5747389373714951,0.00025831148,0.00021891925,1.839682e-08,0.1,0.25528353,0.25873184,0.42251906,-1.2452393,1.9448786,0.6700569,0.48209158,0.4551756007393764,0.3642641346568868,2.5454447,2.1187305,False,RES_vs_CON,CURES,CON,0.718897778089338
Myo15,0.6398559423769508,0.36014405762304924,0.5747389373714951,5.359908e-06,3.742825e-06,1.839682e-08,0.1,0.9460586,0.8856306,2.2618554,-7.188896,9.338582,0.01016636,0.0047475183,0.010166358595194085,0.004747518342684506,0.044183984,0.02153256,False,RES_vs_CON,CURES,CON,0.718897778089338
Gcc1,0.6398559423769508,0.36014405762304924,0.5747389373714951,4.823743e-05,2.1119286e-05,1.839682e-08,0.1,0.8390164,0.8805628,2.0724473,-7.2666073,7.4483843,0.008317931,0.0056107035,0.008317929759704249,0.0056107034958998705,0.032279033,0.026971066,False,RES_vs_CON,CURES,CON,0.718897778089338
Atp11a,0.6398559423769508,0.36014405762304924,0.5747389373714951,4.5662273e-05,5.928793e-05,1.839682e-08,0.1,-0.33473024,-0.33117962,0.6951759,-3.228054,2.3549385,0.13909413,0.08459211,0.12661737523105432,0.07682347863616747,0.5220771,0.36358944,False,RES_vs_CON,CURES,CON,0.718897778089338
D430018E03Rik,0.6398559423769508,0.36014405762304924,0.5747389373714951,4.9011014e-06,2.8797758e-06,1.839682e-08,0.1,0.9909761,0.997488,2.6236434,-10.317282,10.158451,0.004621072,0.003021148,0.004621072088724583,0.0030211480362537764,0.015894491,0.012828217,False,RES_vs_CON,CURES,CON,0.718897778089338
Lsm10,0.6398559423769508,0.36014405762304924,0.5747389373714951,3.0836204e-06,6.14317e-06,1.839682e-08,0.1,-0.9064752,-0.8769493,2.1782048,-9.654854,7.0606213,0.01016636,0.007337074,0.010166358595194085,0.0073370738023306,0.04058339,0.03395168,False,RES_vs_CON,CURES,CON,0.718897778089338
Nol7,0.639655862344938,0.360344137655062,0.5738707917660427,2.605282e-05,4.1818144e-05,1.839682e-08,0.1,-0.54188126,-0.54155684,1.2192641,-5.1388407,4.3200903,0.047134947,0.050064802,0.045286506469500866,0.04574881312041429,0.18231969,0.22945118,False,RES_vs_CON,CURES,CON,0.718897778089338
