gene,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,fdr
Gem,0.6848739495798319,0.31512605042016806,0.776262070138346,1.131789e-05,5.4928178e-06,1.9259238e-08,0.1,1.3925389,1.371172,2.6718585,-7.254037,10.491315,0.009392427,0.006042296,0.009098914000587027,0.0056107034958998705,0.02855704,0.027392283,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm15510,0.6848739495798319,0.31512605042016806,0.776262070138346,8.679226e-06,4.2420165e-06,1.9259238e-08,0.1,1.0581809,1.0092449,2.0171149,-5.7583847,7.722044,0.012327566,0.0047475183,0.012034047549163481,0.004747518342684506,0.039327327,0.020562025,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Pafah1b1,0.6846738695478192,0.31532613045218083,0.7753351669266109,0.0004173156,0.0003505492,1.9259238e-08,0.1,0.25674465,0.25802898,0.33604118,-0.96259594,1.519639,1.3706932,0.7691035,0.7194012327560794,0.5144583513163599,4.2079997,3.4339118,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
5830444B04Rik,0.6846738695478192,0.31532613045218083,0.7753351669266109,1.0140266e-05,4.611313e-06,1.9259238e-08,0.1,1.1945207,1.1793118,2.2418473,-7.668399,9.115822,0.017317297,0.006905481,0.013795127678309354,0.006473888649115235,0.04985886,0.027148854,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Kbtbd4,0.6846738695478192,0.31532613045218083,0.7753351669266109,1.6647691e-05,9.613808e-06,1.9259238e-08,0.1,0.8793476,0.851285,1.6097167,-4.6832056,6.623866,0.024948655,0.01510574,0.024068095098326945,0.015105740181268895,0.078698374,0.06905196,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Mks1,0.6846738695478192,0.31532613045218083,0.7753351669266109,2.1460317e-05,3.51254e-05,1.9259238e-08,0.1,-0.68678087,-0.6557665,1.1818719,-5.4161644,4.437579,0.055473953,0.05869667,0.05312591722923385,0.0561070349589986,0.17317697,0.25814986,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
1700037F03Rik,0.6846738695478192,0.31532613045218083,0.7753351669266109,3.877324e-06,8.2931765e-06,1.9259238e-08,0.1,-1.0605637,-1.0740442,2.0021822,-8.347091,5.7586517,0.006457293,0.009063444,0.006457293806868214,0.008200258955545964,0.018771626,0.038122937,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Qsox2,0.6846738695478192,0.31532613045218083,0.7753351669266109,2.9817891e-05,1.6594942e-05,1.9259238e-08,0.1,0.9119027,0.87956285,1.6352131,-5.0278864,6.4732504,0.042265907,0.022442829,0.04079835632521274,0.020716443677168777,0.13473597,0.09110984,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm10010,0.6846738695478192,0.31532613045218083,0.7753351669266109,8.689886e-06,1.700014e-05,1.9259238e-08,0.1,-0.92151684,-0.88473606,1.7372704,-7.7992325,4.821616,0.026416225,0.012947777,0.02641620193718811,0.012947777298230479,0.07496004,0.057358373,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Igf1,0.6844737895158063,0.3155262104841937,0.7744085809312418,1.4210324e-05,2.9488525e-05,1.9259238e-08,0.1,-0.95959836,-0.9681301,1.8384899,-8.217082,6.543873,0.024655143,0.012084592,0.023481068388611654,0.01165299956840743,0.07543267,0.052638162,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Pnpla8,0.6844737895158063,0.3155262104841937,0.7744085809312418,0.000132561,0.000108561035,1.9259238e-08,0.1,0.30570865,0.30462122,0.45899466,-1.3446074,2.01258,0.4637535,0.26629317,0.351628999119465,0.21709106603366563,1.4060508,1.1578577,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Zfpm2,0.6844737895158063,0.3155262104841937,0.7744085809312418,0.0005209656,0.00042616867,1.9259238e-08,0.1,0.2944281,0.29669523,0.4096276,-1.2722015,1.719141,1.515986,1.0151122,0.687995303786315,0.5843763487267961,4.5001493,4.450483,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm37229,0.6842737094837935,0.3157262905162065,0.773482311591863,2.7209285e-06,1.4172361e-06,1.9259238e-08,0.1,1.5226673,1.5439796,3.0277672,-10.5923195,12.205643,0.0026416199,0.00086318515,0.0026416201937188135,0.0008631851532153647,0.008171189,0.0037338657,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Paxx,0.6842737094837935,0.3157262905162065,0.773482311591863,2.4067696e-05,3.9923976e-05,1.9259238e-08,0.1,-0.7006828,-0.6671276,1.2236919,-5.675555,4.5024185,0.04666858,0.03884337,0.04520105664807742,0.037116961588260694,0.14452155,0.17028414,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm13912,0.6842737094837935,0.3157262905162065,0.773482311591863,8.25938e-08,2.8951413e-07,1.9259238e-08,0.1,-1.1823238,-1.081665,2.0551288,-9.74819,6.0627995,0.0,0.0,0.0,0.0,0.0,0.0,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Pgm5,0.6842737094837935,0.3157262905162065,0.773482311591863,1.8007125e-06,9.612581e-07,1.9259238e-08,0.1,1.6188716,1.4627581,2.8693883,-7.576255,11.925842,0.0014675667,0.00043159258,0.00146756677428823,0.00043159257660768235,0.0050214394,0.0015326441,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Myd88,0.6842737094837935,0.3157262905162065,0.773482311591863,3.0869612e-06,1.8475496e-06,1.9259238e-08,0.1,1.2598103,1.2952957,2.415178,-7.108822,9.559494,0.003815673,0.0021579629,0.003815673613149397,0.0021579628830384117,0.011864736,0.011886414,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Zfp512b,0.6842737094837935,0.3157262905162065,0.773482311591863,4.393532e-05,2.812813e-05,1.9259238e-08,0.1,0.68059915,0.7023773,1.21941,-4.1814804,4.6175776,0.05840906,0.035822213,0.05635456413266795,0.0328010358221839,0.1764318,0.16640125,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Zfp566,0.6840736294517807,0.31592637054821926,0.7725563583490245,1.9222733e-05,4.1836396e-05,1.9259238e-08,0.1,-0.8371369,-0.84781885,1.5335617,-5.808386,4.706235,0.036689173,0.030211512,0.03610214264749041,0.028485110056107075,0.11551292,0.13037199,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Nfatc2ip,0.6840736294517807,0.31592637054821926,0.7725563583490245,1.3269837e-05,6.7186907e-06,1.9259238e-08,0.1,1.13005,1.061266,2.049228,-5.4930515,10.67094,0.013501618,0.013810962,0.012621074258878772,0.013810962451445846,0.043050986,0.0585213,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Tmem63c,0.6840736294517807,0.31592637054821926,0.7725563583490245,8.208644e-06,4.874981e-06,1.9259238e-08,0.1,0.9451937,0.9010296,1.6471529,-5.011754,6.531513,0.017904326,0.006905481,0.017023774581743454,0.0069054812257229176,0.055947315,0.03167364,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Hsp90ab1,0.6840736294517807,0.31592637054821926,0.7725563583490245,0.00023300224,0.00018966262,1.9259238e-08,0.1,0.45969868,0.44577122,0.71336806,-2.195778,2.9446917,1.1672925,0.5731584,0.6765482829468682,0.3953388001726402,3.720716,2.5284684,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Fbxw9,0.6840736294517807,0.31592637054821926,0.7725563583490245,1.05754925e-05,2.2081402e-05,1.9259238e-08,0.1,-0.8392549,-0.8492522,1.5492036,-6.9092684,5.6818476,0.02054595,0.014242555,0.019371881420604618,0.014242555028053529,0.06162006,0.06406562,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Otud5,0.6840736294517807,0.31592637054821926,0.7725563583490245,8.703092e-05,6.4767e-05,1.9259238e-08,0.1,0.47175872,0.42939568,0.74083066,-1.9704943,3.3887615,0.15145284,0.11652979,0.1329615497505147,0.10789814415192091,0.44402725,0.50883466,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Pde1a,0.6840736294517807,0.31592637054821926,0.7725563583490245,1.5252696e-05,9.703885e-06,1.9259238e-08,0.1,0.96841156,0.8771963,1.6908141,-4.7282457,7.3267508,0.037569713,0.01640052,0.03610214264749041,0.01596892533448426,0.11614603,0.07343512,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Tfb1m,0.6838735494197679,0.31612645058023214,0.771630720644199,2.028049e-05,1.333626e-05,1.9259238e-08,0.1,0.8870829,0.91923904,1.7537874,-6.0484266,8.080293,0.027003251,0.022442825,0.025535661872615172,0.020716443677168777,0.08087988,0.10060539,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Tex11,0.6838735494197679,0.31612645058023214,0.771630720644199,5.3835065e-06,2.6923947e-06,1.9259238e-08,0.1,1.5294466,1.5336809,3.0889401,-10.727257,12.1798,0.006457293,0.0,0.005870267097152921,0.0,0.016498469,0.0,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Lst1,0.6838735494197679,0.31612645058023214,0.771630720644199,3.6340248e-06,1.6611176e-06,1.9259238e-08,0.1,1.415149,1.4336443,2.6381276,-9.516254,11.074093,0.0026416199,0.00086318515,0.0026416201937188135,0.0008631851532153647,0.009463081,0.0049225367,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Nr4a2,0.6836734693877551,0.3163265306122449,0.7707053979197827,5.9474064e-06,2.7921417e-06,1.9259238e-08,0.1,1.0049311,0.9820738,1.8131452,-4.7408724,6.713026,0.018491352,0.0064738886,0.017610801291458745,0.006473888649115235,0.05706886,0.027767625,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
1700003L19Rik,0.6836734693877551,0.3163265306122449,0.7707053979197827,1.3351384e-06,6.6335565e-07,1.9259238e-08,0.1,1.3777566,1.3810062,2.703649,-8.234253,10.021503,0.00029351335,0.0,0.000293513354857646,0.0,0.0008034858,0.0,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Acd,0.6836734693877551,0.3163265306122449,0.7707053979197827,1.3442147e-05,6.297259e-06,1.9259238e-08,0.1,0.9442638,0.9648676,1.7249079,-5.6913776,6.437044,0.01819784,0.016832113,0.017610801291458745,0.016832110487699628,0.05932491,0.075405136,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
C030014I23Rik,0.6836734693877551,0.3163265306122449,0.7707053979197827,3.2728797e-06,8.457574e-06,1.9259238e-08,0.1,-1.2109119,-1.2957277,2.3725884,-9.006129,7.578168,0.009685942,0.0043159258,0.009685940710302317,0.0043159257660768235,0.031199269,0.018041303,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Aldoc,0.6836734693877551,0.3163265306122449,0.7707053979197827,0.0001655408,0.00021148221,1.9259238e-08,0.1,-0.39725158,-0.4153881,0.67411745,-3.1577148,1.9946327,0.41502976,0.42900527,0.3228646903434137,0.3180837289598643,1.2757576,1.871788,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Slc22a22,0.6836734693877551,0.3163265306122449,0.7707053979197827,3.2321436e-06,9.652443e-07,1.9259238e-08,0.1,1.7244245,1.7084389,3.3934734,-11.172219,15.521487,0.0011740534,0.00043159258,0.000880540064572938,0.00043159257660768235,0.002997281,0.00223739,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Ccnk,0.6836734693877551,0.3163265306122449,0.7707053979197827,3.0561027e-05,5.78693e-05,1.9259238e-08,0.1,-0.74059665,-0.68867636,1.2620113,-6.845763,3.765561,0.0678015,0.043159306,0.06427942471382442,0.04013810962451445,0.20346248,0.1839431,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Xlr5a,0.6836734693877551,0.3163265306122449,0.7707053979197827,1.3536604e-06,8.671052e-07,1.9259238e-08,0.1,1.501484,1.5455208,2.9117272,-8.640724,11.38921,0.00088054006,0.0017263703,0.000880540064572938,0.0017263703064307294,0.0027567283,0.005627586,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gramd1a,0.6834733893557423,0.3165266106442577,0.7697803896190891,3.330202e-05,5.9216778e-05,1.9259238e-08,0.1,-0.5927048,-0.5689111,1.0299271,-4.035756,2.9818268,0.06956261,0.06344418,0.06721455826240094,0.058264997842037,0.20438254,0.2728668,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
1810055G02Rik,0.6834733893557423,0.3165266106442577,0.7697803896190891,5.4106304e-06,1.1376524e-05,1.9259238e-08,0.1,-1.0824251,-1.0898695,2.090424,-8.313682,6.7728567,0.024948657,0.014674148,0.02436160845318459,0.014242555028053529,0.07513869,0.06862015,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Spata2,0.6834733893557423,0.3165266106442577,0.7697803896190891,9.298108e-06,1.8207222e-05,1.9259238e-08,0.1,-0.92067355,-0.90136576,1.7255437,-7.6620665,4.7995243,0.034047566,0.023306008,0.0334605224537716,0.02244281398359951,0.107189015,0.10280716,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Tuft1,0.6834733893557423,0.3165266106442577,0.7697803896190891,2.4636272e-06,8.297909e-06,1.9259238e-08,0.1,-1.3362339,-1.3520145,2.5169756,-10.782617,8.806255,0.0029351332,0.0025895555,0.0029351335485764594,0.0017263703064307294,0.009522505,0.012370052,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Ak2,0.6834733893557423,0.3165266106442577,0.7697803896190891,4.3171116e-05,3.0005309e-05,1.9259238e-08,0.1,0.6103396,0.64219046,1.1690134,-3.6903305,5.693098,0.08130323,0.04747525,0.07660698561784582,0.04618040569702197,0.2523461,0.20337112,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Aifm2,0.6834733893557423,0.3165266106442577,0.7697803896190891,1.3382711e-05,2.7214828e-05,1.9259238e-08,0.1,-0.8788482,-0.8397608,1.6047605,-7.0566025,4.2121286,0.02670974,0.02373761,0.025535661872615172,0.022874406560207193,0.07677673,0.10267274,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gpr155,0.6834733893557423,0.3165266106442577,0.7697803896190891,3.2238804e-05,4.8952057e-05,1.9259238e-08,0.1,-0.5359201,-0.5424843,0.91344464,-3.6277237,2.7498236,0.09509844,0.05826507,0.08922805987672487,0.053517479499352524,0.3014233,0.24338427,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm16093,0.6834733893557423,0.3165266106442577,0.7697803896190891,1.8983264e-05,1.2311693e-05,1.9259238e-08,0.1,0.82152575,0.8246069,1.5541295,-5.2268963,6.2740707,0.045788046,0.018558487,0.043733489873789194,0.01855848079413036,0.13883944,0.08827514,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
6330562C20Rik,0.6832733093237295,0.31672669067627046,0.7688556951863482,1.9524916e-05,3.806021e-05,1.9259238e-08,0.1,-0.8673781,-0.84921026,1.6006303,-6.5654297,4.526677,0.03169947,0.02546398,0.0302318755503375,0.024169184290030243,0.095321335,0.111241445,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Kcnab3os,0.6832733093237295,0.31672669067627046,0.7688556951863482,2.973635e-06,1.7272964e-06,1.9259238e-08,0.1,1.2586851,1.2817593,2.3912475,-7.0896616,9.607214,0.0035221598,0.00086318515,0.003522160258291751,0.0008631851532153647,0.010889672,0.0029019443,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Ciao2b,0.6832733093237295,0.31672669067627046,0.7688556951863482,8.548814e-06,1.9369638e-05,1.9259238e-08,0.1,-0.8970621,-0.902946,1.5869465,-6.242526,5.17358,0.036982685,0.020716451,0.03580862929263277,0.019421665947345727,0.11468483,0.09155171,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
D030056L22Rik,0.6832733093237295,0.31672669067627046,0.7688556951863482,1.41948e-05,2.732434e-05,1.9259238e-08,0.1,-0.8992401,-0.89045,1.695325,-6.8288193,5.0524607,0.02759028,0.01510574,0.027296742001761045,0.014674147604661212,0.08724462,0.07409882,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Nelfcd,0.6830732292917167,0.31692677070828335,0.7679313140667037,1.3306293e-05,8.443847e-06,1.9259238e-08,0.1,0.9356239,0.8793411,1.6904517,-4.271226,8.584881,0.022013519,0.01899008,0.021426474904608136,0.018990073370738044,0.07126778,0.07897783,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Sart3,0.6830732292917167,0.31692677070828335,0.7679313140667037,1.9911902e-05,1.3131623e-05,1.9259238e-08,0.1,0.69602907,0.6835618,1.2044427,-3.1064606,4.982072,0.056060962,0.03150629,0.05371294393894914,0.03064307293914549,0.16536735,0.13730024,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Lrfn2,0.6830732292917167,0.31692677070828335,0.7679313140667037,1.3164772e-05,2.5302037e-05,1.9259238e-08,0.1,-0.7587513,-0.7579479,1.4936309,-6.048275,5.0087767,0.05518044,0.034527443,0.05253889051951856,0.033232628398791576,0.16190849,0.14605299,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Crybg1,0.6830732292917167,0.31692677070828335,0.7679313140667037,4.9021082e-06,2.9069708e-06,1.9259238e-08,0.1,1.2656667,1.233675,2.3820841,-7.712923,9.250952,0.0038156735,0.0034527406,0.0029351335485764594,0.0034527406128614588,0.012212734,0.016018739,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Plxnd1,0.6828731492597039,0.3171268507402961,0.7670072457062118,6.0225448e-06,3.0275444e-06,1.9259238e-08,0.1,1.3216889,1.3351793,2.596399,-10.230907,12.01134,0.0102729695,0.0025895555,0.009979454065159963,0.002589555459646094,0.0321891,0.01420469,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Ablim2,0.6828731492597039,0.3171268507402961,0.7670072457062118,3.6010697e-05,2.1536232e-05,1.9259238e-08,0.1,0.69588935,0.70289946,1.2662839,-3.9876366,5.34054,0.07513942,0.04531728,0.0680950983269739,0.04272766508416053,0.22445655,0.20659854,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm41505,0.6828731492597039,0.3171268507402961,0.7670072457062118,8.7600865e-06,5.309644e-06,1.9259238e-08,0.1,1.0964016,1.0538883,1.9832517,-5.928421,9.095217,0.015556216,0.0043159258,0.015262694452597581,0.003884333189469141,0.052330732,0.019011214,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Gm45341,0.6828731492597039,0.3171268507402961,0.7670072457062118,1.0952244e-05,6.8588965e-06,1.9259238e-08,0.1,1.1440336,1.130146,2.228495,-6.4376373,9.573661,0.010859997,0.0064738886,0.010566480774875254,0.006473888649115235,0.033021808,0.029346827,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Rfwd3,0.6828731492597039,0.3171268507402961,0.7670072457062118,4.0502568e-05,6.341776e-05,1.9259238e-08,0.1,-0.5270794,-0.5459981,0.9488662,-4.2556257,3.8994617,0.13090715,0.09969774,0.11505723510419828,0.0889080707811827,0.39823398,0.43323487,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Fubp3,0.6828731492597039,0.3171268507402961,0.7670072457062118,3.8155948e-05,5.7838824e-05,1.9259238e-08,0.1,-0.53524154,-0.552485,0.98927444,-4.5636024,3.767562,0.1000882,0.08372893,0.09451130026416261,0.07811825636599053,0.29932198,0.36866406,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Smad2,0.6828731492597039,0.3171268507402961,0.7670072457062118,5.865628e-05,4.5163375e-05,1.9259238e-08,0.1,0.4278407,0.41521072,0.6471901,-2.224392,2.8891678,0.21279636,0.11005592,0.1810977399471674,0.09926629261976717,0.65012693,0.47320712,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Tmem44,0.6826730692276911,0.3173269307723089,0.7660834895518362,6.084492e-05,8.991934e-05,1.9259238e-08,0.1,-0.5221067,-0.509532,0.8987943,-3.636341,2.6948938,0.14411503,0.14372025,0.1253302025242161,0.12861458782908985,0.41059068,0.6519533,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Ung,0.6826730692276911,0.3173269307723089,0.7660834895518362,4.9602704e-06,1.4255854e-06,1.9259238e-08,0.1,1.683155,1.7390919,3.2745063,-11.089481,13.8646145,0.0011740534,0.0021579629,0.000880540064572938,0.0021579628830384117,0.0034158002,0.009169143,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Greb1,0.6826730692276911,0.3173269307723089,0.7660834895518362,1.3229915e-05,3.0867046e-05,1.9259238e-08,0.1,-1.0582244,-1.0053921,2.061337,-9.929205,6.8192463,0.020252436,0.018126894,0.01849134135603168,0.016400517911091945,0.05664522,0.071439095,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
9930104L06Rik,0.6826730692276911,0.3173269307723089,0.7660834895518362,9.521513e-06,2.1765078e-05,1.9259238e-08,0.1,-0.8749463,-0.886456,1.6013194,-6.0855284,4.2333517,0.027296767,0.020284861,0.027296742001761045,0.01985325852395341,0.084597595,0.08364203,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Thbs3,0.6826730692276911,0.3173269307723089,0.7660834895518362,1.7242253e-05,3.206095e-05,1.9259238e-08,0.1,-0.7620832,-0.7150583,1.3295119,-6.034935,3.6865788,0.052832343,0.04531727,0.04989727032579975,0.04143288735433749,0.16902907,0.1877276,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Hdac9,0.6826730692276911,0.3173269307723089,0.7660834895518362,0.0003776227,0.00029015777,1.9259238e-08,0.1,0.3568524,0.35481262,0.54304886,-1.7574692,2.2130642,1.0178955,0.55589414,0.5729380686821316,0.36858006042296365,3.0726542,2.526098,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Cdr2l,0.6826730692276911,0.3173269307723089,0.7660834895518362,6.1190926e-06,1.6438777e-05,1.9259238e-08,0.1,-1.0891621,-1.1181507,2.1625311,-9.716565,6.747056,0.01584973,0.011221407,0.015849721162312872,0.009495036685369013,0.049197976,0.049421318,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Cdr1os,0.6826730692276911,0.3173269307723089,0.7660834895518362,9.127026e-05,7.421984e-05,1.9259238e-08,0.1,0.5813621,0.53695154,0.9218423,-2.5335922,3.7635727,0.2550619,0.14199391,0.21808042265922986,0.12214069917997457,0.78281933,0.6437626,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Rgs17,0.6826730692276911,0.3173269307723089,0.7660834895518362,6.504578e-05,4.6258905e-05,1.9259238e-08,0.1,0.6689071,0.597105,1.1624169,-2.8755884,6.5006104,0.15321383,0.065602124,0.13619019665394871,0.05869659041864468,0.47338083,0.29552326,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Chid1,0.6824729891956782,0.3175270108043218,0.7651600450514477,2.4508508e-05,3.9884337e-05,1.9259238e-08,0.1,-0.5943317,-0.58523846,1.0683991,-4.1647453,3.226015,0.079542145,0.060423046,0.0748459054886999,0.05740181268882164,0.2507128,0.25294387,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Eif4a3,0.6824729891956782,0.3175270108043218,0.7651600450514477,3.1762378e-05,5.0940915e-05,1.9259238e-08,0.1,-0.66434574,-0.66488695,1.1733992,-4.476036,3.6039047,0.05283234,0.030643098,0.05107132374523033,0.02934829520932244,0.16302896,0.13707148,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Vdac1,0.6824729891956782,0.3175270108043218,0.7651600450514477,9.807959e-05,7.796847e-05,1.9259238e-08,0.1,0.34792507,0.33872032,0.50716734,-1.5640535,2.2532291,0.4097459,0.22356533,0.327854417375994,0.19249028916702748,1.2870834,0.98433334,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Col4a2,0.6824729891956782,0.3175270108043218,0.7651600450514477,1.8582848e-05,2.7315815e-05,1.9259238e-08,0.1,-0.56038296,-0.567677,1.0088491,-4.2009964,3.1912699,0.08570594,0.056538697,0.07983563252128,0.053517479499352524,0.25635552,0.24756181,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
E330011O21Rik,0.6824729891956782,0.3175270108043218,0.7651600450514477,1.5637935e-06,7.934927e-07,1.9259238e-08,0.1,1.3426745,1.3593531,2.7200768,-9.133114,14.101176,0.00088054006,0.0,0.000880540064572938,0.0,0.0030608557,0.0,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Akap17b,0.6822729091636655,0.31772709083633455,0.7642369116538217,3.5592275e-05,5.582886e-05,1.9259238e-08,0.1,-0.5824643,-0.55569315,0.9752925,-4.2463274,4.0725317,0.09803357,0.07466552,0.09069562665101313,0.06948640483383679,0.2970044,0.33387455,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Socs2,0.6822729091636655,0.31772709083633455,0.7642369116538217,1.696149e-05,3.626376e-05,1.9259238e-08,0.1,-0.8269334,-0.82397604,1.5294143,-7.0188627,4.32502,0.038156733,0.017263707,0.037276196066920994,0.016832110487699628,0.11971493,0.08445495,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Jund,0.6822729091636655,0.31772709083633455,0.7642369116538217,4.837008e-05,3.66507e-05,1.9259238e-08,0.1,0.5232264,0.52726984,0.9065103,-2.683651,4.348525,0.19313104,0.07854986,0.1764015262694452,0.0755287009063444,0.6109268,0.35676357,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Glis1,0.6820728291316527,0.3179271708683473,0.7633140888086342,5.360641e-05,8.00617e-05,1.9259238e-08,0.1,-0.58378524,-0.561151,0.99017644,-3.992916,3.1259441,0.11505741,0.07682349,0.0995010272967427,0.06732844195079836,0.3552967,0.36100313,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Slc25a1,0.6820728291316527,0.3179271708683473,0.7633140888086342,1.4106247e-05,6.2091967e-06,1.9259238e-08,0.1,1.0604091,1.0992479,2.0722013,-6.164999,8.901773,0.016143244,0.009495037,0.015556207807455227,0.009495036685369013,0.050810065,0.04084125,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Dnajb2,0.6820728291316527,0.3179271708683473,0.7633140888086342,4.2737298e-05,2.9027904e-05,1.9259238e-08,0.1,0.5472749,0.5313859,0.9148752,-3.9587746,3.8521519,0.104197435,0.068623275,0.09685940710302383,0.06776003452740605,0.32836017,0.30235136,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Dync1h1,0.6818727490996399,0.3181272509003601,0.7623915759664606,0.00010527175,8.1598955e-05,1.9259238e-08,0.1,0.39892477,0.36993933,0.5839496,-1.4938116,2.7890043,0.43264118,0.21450178,0.346345758732027,0.1855848079413045,1.3181517,0.9235585,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Mex3b,0.6818727490996399,0.3181272509003601,0.7623915759664606,4.776823e-06,2.545777e-06,1.9259238e-08,0.1,1.050635,1.08636,2.1927462,-6.712981,8.625426,0.011153511,0.0047475183,0.0108599941297329,0.004747518342684506,0.034839187,0.022870274,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
P3h1,0.6818727490996399,0.3181272509003601,0.7623915759664606,2.5994721e-05,4.8079586e-05,1.9259238e-08,0.1,-0.7726549,-0.76950455,1.4638131,-6.1760616,5.124937,0.03287352,0.03539062,0.03169944232462573,0.03236944324557622,0.099583395,0.15057565,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
Fbxo30,0.6818727490996399,0.3181272509003601,0.7623915759664606,3.979599e-05,2.6935468e-05,1.9259238e-08,0.1,0.5858446,0.6156292,1.0963918,-3.8752594,4.8035965,0.07367181,0.05351755,0.06956266510126216,0.051359516616314126,0.21565521,0.2504542,False,CSRES_vs_CON,CSRES,CON,0.7660874545896791
